nwikiproject,start_ts,end_ts,tcount
13,1157012429,1164788429,21
13,1164788429,1172564429,22
13,1172564429,1180340429,23
13,1180340429,1188116429,24
13,1188116429,1195892429,25
13,1195892429,1203668429,26
13,1203668429,1211444429,27
13,1211444429,1219220429,28
13,1219220429,1226996429,29
13,1226996429,1234772429,30
13,1234772429,1242548429,31
13,1242548429,1250324429,32
13,1250324429,1258100429,33
13,1258100429,1265876429,34
13,1265876429,1273652429,35
13,1273652429,1281428429,36
13,1281428429,1289204429,37
13,1289204429,1296980429,38
13,1296980429,1304756429,39
13,1304756429,1312532429,40
13,1312532429,1320308429,41
13,1320308429,1328084429,42
13,1328084429,1335860429,43
13,1335860429,1343636429,44
13,1343636429,1351412429,45
13,1351412429,1359188429,46
13,1359188429,1366964429,47
13,1366964429,1374740429,48
13,1374740429,1382516429,49
13,1382516429,1390292429,50
13,1390292429,1398068429,51
13,1398068429,1405844429,52
13,1405844429,1413620429,53
13,1413620429,1421396429,54
13,1421396429,1429172429,55
13,1429172429,1433341432,56
14,1001492429,1009268429,1
14,1009268429,1017044429,2
14,1017044429,1024820429,3
14,1024820429,1032596429,4
14,1032596429,1040372429,5
14,1040372429,1048148429,6
14,1048148429,1055924429,7
14,1055924429,1063700429,8
14,1063700429,1071476429,9
14,1071476429,1079252429,10
14,1079252429,1087028429,11
14,1087028429,1094804429,12
14,1094804429,1102580429,13
14,1102580429,1110356429,14
14,1110356429,1118132429,15
14,1118132429,1125908429,16
14,1125908429,1133684429,17
14,1133684429,1141460429,18
14,1141460429,1149236429,19
14,1149236429,1157012429,20
14,1157012429,1164788429,21
14,1164788429,1172564429,22
14,1172564429,1180340429,23
14,1180340429,1188116429,24
14,1188116429,1195892429,25
14,1195892429,1203668429,26
14,1203668429,1211444429,27
14,1211444429,1219220429,28
14,1219220429,1226996429,29
14,1226996429,1234772429,30
14,1234772429,1242548429,31
14,1242548429,1250324429,32
14,1250324429,1258100429,33
14,1258100429,1265876429,34
14,1265876429,1273652429,35
14,1273652429,1281428429,36
14,1281428429,1289204429,37
14,1289204429,1296980429,38
14,1296980429,1304756429,39
14,1304756429,1312532429,40
14,1312532429,1320308429,41
14,1320308429,1328084429,42
14,1328084429,1335860429,43
14,1335860429,1343636429,44
14,1343636429,1351412429,45
14,1351412429,1359188429,46
14,1359188429,1366964429,47
14,1366964429,1374740429,48
14,1374740429,1382516429,49
14,1382516429,1390292429,50
14,1390292429,1398068429,51
14,1398068429,1405844429,52
14,1405844429,1413620429,53
14,1413620429,1421396429,54
14,1421396429,1429172429,55
14,1429172429,1433341432,56
15,1001492429,1009268429,1
15,1009268429,1017044429,2
15,1017044429,1024820429,3
15,1024820429,1032596429,4
15,1032596429,1040372429,5
15,1040372429,1048148429,6
15,1048148429,1055924429,7
15,1055924429,1063700429,8
15,1063700429,1071476429,9
15,1071476429,1079252429,10
15,1079252429,1087028429,11
15,1087028429,1094804429,12
15,1094804429,1102580429,13
15,1102580429,1110356429,14
15,1110356429,1118132429,15
15,1118132429,1125908429,16
15,1125908429,1133684429,17
15,1133684429,1141460429,18
15,1141460429,1149236429,19
